Accuracy_stars,CheckIn,CheckIn_stars,CheckOut,Cleanliness_stars,Communication_stars,Latitude,Location_stars,Longitude,Price,Super_host,Value_stars,Bathrooms_num_int,shared_bathroom,Bedrooms_int,Beds_int,shared_room,air,bunk,couch,crib,double,floor,king,queen,single,sofa,Unnamed: 27,Air conditioning,BBQ grill,Baby bath,Baby monitor,Babysitter recommendations,Bathtub,Beach essentials,Beachfront,Bed linens,Breakfast,Building staff,Cable TV,Carbon monoxide detector,Changing table,Children’s books and toys,Children’s dinnerware,Cleaning before checkout,Coffee maker,Cooking basics,Crib,Dishes and silverware,Dishwasher,Dryer,EV charger,Elevator,Essentials,Ethernet connection,Extra pillows and blankets,Fire extinguisher,Fireplace guards,First aid kit,Free parking on premises,Free street parking,Game console,Garden or backyard,Gym,Hair dryer,Hangers,Heating,High chair,Host greets you,Hot tub,Hot water,Indoor fireplace,Iron,Keypad,Kitchen,Lake access,Laptop friendly workspace,Lock on bedroom door,Lockbox,Long term stays allowed,Luggage dropoff allowed,Microwave,Outlet covers,Oven,Pack ’n Play/travel crib,Paid parking off premises,Paid parking on premises,Patio or balcony,Pocket wifi,Pool,Private entrance,Private living room,Refrigerator,Room-darkening shades,Shampoo,Single level home,Ski-in/Ski-out,Smart lock,Smoke detector,Stair gates,Stove,TV,Table corner guards,Washer,Waterfront,Wifi,Window guards,Reviewers_no,Title,normalized_price,geom,month,address
5,2019-03-21,5,2019-03-26,5,5,40.71873,5,-73.99737,117,1,5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,10,"Charming room in Little Italy, steps from SoHo!",0.479508197,"40.71873,-73.99736999999998",3,"140, Mulberry Street, Five Points, Little Italy, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10013, USA"
5,2019-03-21,5,2019-03-26,4,5,40.82204,4.5,-73.94293,86,0,4.5,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,46,Harlem Jazz (private bath),0.352459016,"40.82204,-73.94293",3,"2703, Frederick Douglass Boulevard, Harlem, Manhattan, Manhattan Community Board 10, New York County, NYC, New York, 10030, USA"
5,2019-03-21,5,2019-03-26,5,5,40.74902,5,-73.94066,79,1,5,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,125,Explore NYC - 1 Stop to Manhattan!,0.323770492,"40.74902,-73.94066",3,"42-45, 27th Street, LIC, Queens County, NYC, New York, 11101, USA"
4.5,2019-03-21,5,2019-03-26,3.5,5,40.73242,5,-73.9868,71,0,4.5,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,13,Cozy East Village Room in huge apartment,0.290983607,"40.73242,-73.9868",3,"220, East 13th Street, Washington Square Village, Greenwich Village, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10003, USA"
5,2019-03-21,5,2019-03-26,5,5,40.746,5,-73.918,64,1,5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,72,Spacious homey clean convenient 15m to Manhattan,0.262295082,"40.746,-73.918",3,"41-15, 46th Street, Sunnyside Gardens, Queens County, NYC, New York, 11104, USA"
5,2019-03-21,5,2019-03-26,4.5,5,40.71926,5,-74.0451,55,0,4.5,1,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,35,"writer’s comfy private room , 15mins to Manhattan",0.225409836,"40.71926,-74.0451",3,"Subia's Organic Cafe and Market, Wayne Street, Downtown Jersey City, Jersey City, Hudson County, New Jersey, 07302, USA"
0,2019-03-21,0,2019-03-26,0,0,40.85019,0,-73.93004,69,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,Anny's Place,0.282786885,"40.85019000000001,-73.93004",3,"507, West 184th Street, Fort George, Manhattan, Manhattan Community Board 12, New York County, NYC, New York, 10033, USA"
5,2019-03-21,5,2019-03-26,5,5,40.70945,5,-73.95491,90,0,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,27,"Bright, Clean Room, Ideal location",0.368852459,"40.70945,-73.95491",3,"314, South 3rd Street, Williamsburg, Kings County, NYC, New York, 11211, USA"
5,2019-03-21,5,2019-03-26,5,5,40.64491,4.5,-73.9573,55,0,5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10,Cozy Yogi Crash Pad :),0.225409836,"40.644909999999996,-73.9573",3,"2145, Beverley Road, Brooklyn Community Board 17 Neighborhoods, BK, Kings County, NYC, New York, 11226, USA"
5,2019-03-21,5,2019-03-26,5,5,40.64337,5,-73.98313,53,0,4.5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,3,Nice Cozy Room in Brooklyn Condo,0.217213115,"40.643370000000004,-73.98313",3,"82, Clara Street, Kensington, BK, Kings County, NYC, New York, 11218, USA"
5,2019-03-21,5,2019-03-26,5,5,40.76169,5,-73.95682,209,1,4.5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,162,Stylish 1 BedRoom very quiet Upper East Side Apt!,0.856557377,"40.76169,-73.95682",3,"Sophie Fricke Hall, East 64th Street, Lenox Hill, Manhattan, Manhattan Community Board 8, New York County, NYC, New York, 10155, USA"
4.5,2019-03-21,5,2019-03-26,4.5,5,40.78687,4.5,-73.94542,158,0,4,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,27,Colorfull apart in NY.,0.647540984,"40.78687,-73.94542",3,"1905, 2nd Avenue, East Harlem, Manhattan, Manhattan Community Board 11, New York County, NYC, New York, 10029, USA"
5,2019-03-21,5,2019-03-26,5,5,40.78321,5,-73.95043,120,1,5,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,241,Private Room on The Posh UES Near Parks Museums,0.491803279,"40.78321,-73.95043000000003",3,"Carnegie Park, East 94th Street, Yorkville, Carnegie Hill, Manhattan, Manhattan Community Board 8, New York County, NYC, New York, 10128, USA"
0,2019-03-21,0,2019-03-26,0,0,40.69471,0,-73.9632,65,0,0,1,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,-1,Private Room in Historical Clinton Hill/Ft Greene,0.266393443,"40.69471,-73.9632",3,"91, Steuben Street, Clinton Hill, BK, Kings County, NYC, New York, 11205, USA"
5,2019-03-21,4.5,2019-03-26,4.5,5,40.71709,5,-73.99863,104,0,4.5,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,39,"Comfort Room in Downtown New York, Chinatown, Soho",0.426229508,"40.71709,-73.99863",3,"Five Points, Bayard Street, Five Points, Chinatown, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10013, USA"
5,2019-03-21,5,2019-03-26,5,5,40.69071,5,-73.9292,50,1,5,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,20,Single Private Room in New York 5 min to Subway,0.204918033,"40.690709999999996,-73.9292",3,"964, Greene Avenue, Bed-Stuy, BK, Kings County, NYC, New York, 11221, USA"
4.5,2019-03-21,4.5,2019-03-26,4.5,4.5,40.6359,4.5,-73.97105,41,0,4.5,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,Cozy tiny bedroom w/large living-room & kitchen.,0.168032787,"40.6359,-73.97105",3,"643, East 7th Street, Kensington, BK, Kings County, NYC, New York, 11218, USA"
5,2019-03-21,5,2019-03-26,5,5,40.75546,5,-73.91768,65,0,5,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,5,Sublet Cozy Spacious Private Room near Manhattan,0.266393443,"40.75546,-73.91768",3,"43-17, 34th Avenue, Sunnyside Gardens, Queens County, NYC, New York, 11103, USA"
5,2019-03-21,5,2019-03-26,5,5,40.73508,5,-73.98477,176,1,5,1,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,12,BEST LOCATION - AMAZING 1 Bedroom Apartment 2 beds,0.721311475,"40.735079999999996,-73.98477",3,"217, East 17th Street, Gramercy, Manhattan, Manhattan Community Board 6, New York County, NYC, New York, 10003, USA"
5,2019-03-21,4.5,2019-03-26,4.5,4.5,40.76058,5,-73.98701,224,0,4.5,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,64,NEW! CHARMING TIMES SQUARE APT!,0.918032787,"40.76058,-73.98701",3,"Biltmore Tower, West 47th Street, Hell's Kitchen, Manhattan, Manhattan Community Board 5, New York County, NYC, New York, 10036, USA"
4.5,2019-03-21,4.5,2019-03-26,4.5,4.5,40.73899,5,-74.03446,93,0,4.5,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,26,Convenient & Comfortable Studio close to Manhattan,0.381147541,"40.73899,-74.03446",3,"200, Willow Avenue, Hoboken, Hudson County, New Jersey, 07030, USA"
5,2019-03-21,5,2019-03-26,5,5,40.73829,5,-73.9274,46,0,5,1.5,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10,Cosy small room 15 mins away from Manhattan,0.18852459,"40.73829,-73.9274",3,"39-02, 50th Avenue, Sunnyside, Queens County, NYC, New York, 11104, USA"
5,2019-03-21,5,2019-03-26,5,5,40.716,5,-73.949,79,0,5,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,7,"Cozy, bright Williamsburg room, minutes to NYC!",0.323770492,"40.716,-73.949",3,"66, Jackson Street, Williamsburg, Kings County, NYC, New York, 11211, USA"
0,2019-03-21,0,2019-03-26,0,0,40.79143,0,-74.00107,95,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,-1,Master Bedroom w/ Private Bath & Balcony NYC View,0.389344262,"40.79143,-74.00107",3,"Rumba Cubana Restaurant, 70th Street, Guttenberg, Hudson County, New Jersey, 07093, USA"
5,2019-03-21,5,2019-03-26,5,5,40.76318,5,-73.98838,162,1,4.5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,★Minimalist Spacious Bright sunny room in Midtown★,0.663934426,"40.76318,-73.98838",3,"Worldwide Plaza, West 50th Street, Hell's Kitchen, Manhattan, Manhattan Community Board 5, New York County, NYC, New York, 10019, USA"
5,2019-03-21,5,2019-03-26,4.5,5,40.72823,4.5,-74.07042,51,0,5,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,22,Large BSMT Apt. 15-20 From NYC!,0.209016393,"40.728229999999996,-74.07042",3,"JFK Boulevard at Highland Avenue, John F. Kennedy Boulevard, Indian Square, Jersey City, Hudson County, New Jersey, 07306, USA"
0,2019-03-21,0,2019-03-26,0,0,40.71102,0,-73.96699,100,0,0,2,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,-1,Inspired Room with 2 Beds+ Laundry in Williamsburg,0.409836066,"40.71102,-73.96699",3,"43, Broadway, Williamsburg, Kings County, NYC, New York, 11249, USA"
5,2019-03-21,5,2019-03-26,5,5,40.7079,5,-73.95598,106,1,5,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,74,Big Bedroom with Private Bathroom,0.43442623,"40.7079,-73.95598000000003",3,"343, Broadway, Williamsburg, Kings County, NYC, New York, 11211, USA"
5,2019-03-21,5,2019-03-26,5,5,40.73251,5,-74.05959,46,0,5,1,1,1.5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,118 Magnolia 2B,0.18852459,"40.73251,-74.05959",3,"Summit Avenue, Indian Square, Jersey City, Hudson County, New Jersey, 07306, USA"
5,2019-03-21,5,2019-03-26,5,5,40.80431,5,-73.96512,104,1,5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,4,"Cozy room in UWS Manhattan, Columbia, Central Park",0.426229508,"40.80431,-73.96512",3,"528, West 111th Street, Morningside Heights, Manhattan, Manhattan Community Board 9, New York County, NYC, New York, 10025, USA"
5,2019-03-21,5,2019-03-26,4.5,5,40.72568,4.5,-74.0499,66,0,4.5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,89,Beautiful bedroom close to NYC,0.270491803,"40.72568,-74.0499",3,"343, 6th Street, Newport, Jersey City, Hudson County, New Jersey, 07302, USA"
5,2019-03-21,5,2019-03-26,5,5,40.749,5,-73.918,172,1,5,1,0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,97,Beautiful studio apartment in Sunnyside,0.704918033,"40.749,-73.918",3,"39-12, 46th Street, Sunnyside Gardens, Queens County, NYC, New York, 11104, USA"
5,2019-03-21,5,2019-03-26,4.5,5,40.80448,5,-73.95567,144,0,4.5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,34,PERFECTLY LOCATED PRIVATE APARTMENT - AFFORDABLE,0.590163934,"40.80448,-73.95567",3,"West 116th Street & Frederick Douglas Boulevard, West 116th Street, Harlem, Manhattan, Manhattan Community Board 10, New York County, NYC, New York, 10026, USA"
5,2019-03-21,5,2019-03-26,5,5,40.71089,5,-73.96627,119,0,5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,62,Beautiful Brooklyn bdrm in Prime Williamsburg,0.487704918,"40.71089,-73.96627",3,"53, Broadway, Williamsburg, Kings County, NYC, New York, 11249, USA"
5,2019-03-21,5,2019-03-26,4.5,5,40.70087,5,-73.92351,79,1,5,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,78,Artist Loft Bushwick,0.323770492,"40.70087,-73.92351",3,"788, Hart Street, Bushwick, Kings County, NYC, New York, 11237, USA"
5,2019-03-21,5,2019-03-26,5,5,40.727,5,-73.99767,198,1,5,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,19,Modern NYC Living in Soho/ Noho/West Village,0.81147541,"40.727,-73.99767",3,"NYU, West 4th Street, NoHo Historic District, NoHo, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10012, USA"
4.5,2019-03-21,5,2019-03-26,4,4.5,40.7476,4.5,-73.94433,85,0,4.5,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,28,Luxe Loft Apartment-10 minutes from Manhattan!,0.348360656,"40.7476,-73.94433000000002",3,"Two Court Square, 23-21, 44th Drive, LIC, Queens County, NYC, New York, 11101, USA"
5,2019-03-21,5,2019-03-26,5,5,40.73971,5,-74.00221,119,0,5,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,38,CLEAN PRIVATE ROOM IN CHELSEA NYC,0.487704918,"40.739709999999995,-74.00220999999998",3,"80, 8th Avenue, Chelsea, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10011, USA"
5,2019-03-21,5,2019-03-26,5,5,40.69465,4.5,-73.95228,82,1,5,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,109,The Brooklyn Starscape,0.336065574,"40.69465,-73.95228",3,"756, Myrtle Avenue, Clinton Hill, BK, Kings County, NYC, New York, 11206, USA"
5,2019-03-21,5,2019-03-26,5,5,40.76075,4.5,-73.87943,66,0,4.5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,259,Room in Queens NY near LGA,0.270491803,"40.76075,-73.87943",3,"30-37, 89th Street, North Beach, Queens County, NYC, New York, 11369, USA"
